device,useragent
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.1312.248 Safari/536"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/66.6
windows,"Mozilla/5.0 (Windows NT 6.0; WOW64; en-US) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/55.0.3647.145 Safari/601.4 Edge/9.14506"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/602.19 (KHTML, like Gecko) Chrome/49.0.3301.250 Safari/535.4 Edge/16.80349"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9; en-US) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/53.0.2358.144 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3;; en-US Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_3; en-US) Gecko/20100101 Firefox/58.2
windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/54.0.2744.330 Safari/601"
android,"Mozilla/5.0 (Android; Android 4.3.1; HTC One 801e Build/JLS36C) AppleWebKit/601.7 (KHTML, like Gecko) Chrome/54.0.1174.330 Mobile Safari/534.0"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_8_6; like Mac OS X) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/55.0.2763.386 Mobile Safari/535.1"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/53.0.1461.371 Safari/601"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/54.0.2158.263 Safari/533.6 Edge/12.81889"
windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/52.0.2479.336 Safari/600"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/534.26 (KHTML, like Gecko) Chrome/50.0.2781.164 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_5; like Mac OS X) AppleWebKit/600.11 (KHTML, like Gecko) Chrome/50.0.3853.217 Mobile Safari/533.6"
chrome,"Mozilla/5.0 (Windows NT 10.1; WOW64; en-US) AppleWebKit/603.4 (KHTML, like Gecko) Chrome/48.0.2959.156 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/4.0)
windows,"Mozilla/5.0 (Windows; Windows NT 6.3; WOW64; en-US) AppleWebKit/602.34 (KHTML, like Gecko) Chrome/53.0.2940.127 Safari/536"
edge,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; en-US) AppleWebKit/537.30 (KHTML, like Gecko) Chrome/48.0.3778.338 Safari/602.7 Edge/9.86389"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 10.0; x64; en-US Trident/5.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_8; en-US) Gecko/20100101 Firefox/66.3
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_7; like Mac OS X) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/52.0.1073.132 Mobile Safari/536.5"
windows,"Mozilla/5.0 (Windows; Windows NT 10.5; x64) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/48.0.2497.357 Safari/535"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_9_5 like Mac OS X) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/55.0.1181.364 Mobile Safari/602.9"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.1;; en-US Trident/7.0)
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; WOW64 Trident/5.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5;; en-US) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/55.0.1824.334 Safari/603"
android,"Mozilla/5.0 (Android; Android 7.1.1; LG-H900 Build/NRD90M) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/51.0.2866.143 Mobile Safari/602.0"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_5_9 like Mac OS X) AppleWebKit/536.39 (KHTML, like Gecko) Chrome/51.0.3017.324 Mobile Safari/601.8"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64; en-US) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/53.0.2241.231 Safari/603.9 Edge/10.88177"
windows,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/53.0.3456.247 Safari/536"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_3) Gecko/20100101 Firefox/46.2
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; SAMSUNG GT-I9500 Build/KTU84P) AppleWebKit/603.48 (KHTML, like Gecko) Chrome/49.0.2207.187 Mobile Safari/602.7"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_5; en-US) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/49.0.2030.198 Safari/603"
mobile,"Mozilla/5.0 (Linux; U; Android 4.3.1; SAMSUNG SM-T255s Build/JLS36C) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/49.0.3259.342 Mobile Safari/600.5"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64 Trident/4.0)
linux,Mozilla/5.0 (Linux x86_64) Gecko/20130401 Firefox/63.8
linux,Mozilla/5.0 (Linux x86_64) Gecko/20130401 Firefox/74.8
linux,"Mozilla/5.0 (U; Linux i671 ; en-US) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/52.0.2920.120 Safari/603"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/53.0.3388.232 Safari/602"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_6_0) Gecko/20130401 Firefox/68.2
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.3; Trident/4.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_5) Gecko/20100101 Firefox/59.2
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Win64; x64 Trident/4.0)
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8; en-US) Gecko/20100101 Firefox/52.8
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_8_8; like Mac OS X) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/53.0.3461.368 Mobile Safari/537.6"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SAMSUNG SM-D920I Build/MDB08I) AppleWebKit/602.3 (KHTML, like Gecko) Chrome/49.0.2309.361 Mobile Safari/535.0"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0;) AppleWebKit/603.11 (KHTML, like Gecko) Chrome/51.0.3240.337 Safari/602.4 Edge/10.75426"
windows,Mozilla/5.0 (Windows NT 6.0; Win64; x64; en-US) Gecko/20100101 Firefox/46.3
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; WOW64 Trident/5.0)
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1; Win64; x64 Trident/7.0)
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3; like Mac OS X) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/47.0.3364.253 Mobile Safari/602.9"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_5) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/52.0.3201.317 Safari/601"
android,"Mozilla/5.0 (Android; Android 5.1; SAMSUNG SM-G928I Build/LRX22G) AppleWebKit/537.38 (KHTML, like Gecko) Chrome/50.0.2970.196 Mobile Safari/602.2"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64; en-US) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/54.0.2774.265 Safari/603"
firefox,Mozilla/5.0 (Linux; U; Linux i674 ) Gecko/20100101 Firefox/61.5
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.3; Win64; x64 Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_0; en-US) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/52.0.1761.328 Safari/601"
android,"Mozilla/5.0 (Android; Android 4.4.4; IQ4501 Quad Build/KOT49H) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/48.0.3415.357 Mobile Safari/600.1"
windows,Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) Gecko/20130401 Firefox/71.3
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0;; en-US) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/49.0.1994.236 Safari/603.6 Edge/10.80137"
android,"Mozilla/5.0 (Android; Android 7.1; Pixel XL Build/NME91E) AppleWebKit/601.41 (KHTML, like Gecko) Chrome/48.0.1847.198 Mobile Safari/603.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_4; like Mac OS X) AppleWebKit/534.39 (KHTML, like Gecko) Chrome/48.0.1414.199 Mobile Safari/534.9"
firefox,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/63.9
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/53.0.3928.153 Safari/536.5 Edge/13.65478"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/50.0.3720.236 Safari/603"
edge,"Mozilla/5.0 (Windows NT 10.1; Win64; x64; en-US) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/52.0.2976.161 Safari/533.8 Edge/10.88450"
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; LG-D327 Build/LRX22G) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/47.0.2586.385 Mobile Safari/601.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_0; like Mac OS X) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/52.0.1996.148 Mobile Safari/603.7"
windows,Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64) Gecko/20130401 Firefox/50.8
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64; en-US) Gecko/20130401 Firefox/59.4
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_4) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/55.0.3283.273 Safari/602"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; WOW64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4; en-US) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/49.0.2575.190 Safari/601"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_5) Gecko/20100101 Firefox/73.6
linux,Mozilla/5.0 (Linux; Linux i656 ; en-US) Gecko/20100101 Firefox/73.0
firefox,Mozilla/5.0 (Windows; Windows NT 10.0;; en-US) Gecko/20100101 Firefox/72.2
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/600.50 (KHTML, like Gecko) Chrome/51.0.1332.236 Safari/600"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64; en-US) AppleWebKit/600.12 (KHTML, like Gecko) Chrome/52.0.1208.218 Safari/537.3 Edge/12.57927"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2_1; like Mac OS X) AppleWebKit/533.33 (KHTML, like Gecko) Chrome/55.0.3262.380 Mobile Safari/602.4"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1;) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/48.0.1135.223 Safari/601.7 Edge/14.83501"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64 Trident/4.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) Gecko/20100101 Firefox/54.7
android,"Mozilla/5.0 (Linux; U; Android 6.0.1; SAMSUNG SM-D9350M Build/MMB29K) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/51.0.1299.309 Mobile Safari/533.5"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; en-US) Gecko/20100101 Firefox/62.6
windows,"Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/49.0.3463.323 Safari/601.2 Edge/9.14982"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64) AppleWebKit/603.33 (KHTML, like Gecko) Chrome/48.0.3676.158 Safari/603"
firefox,Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) Gecko/20130401 Firefox/52.3
linux,Mozilla/5.0 (Linux i560 x86_64; en-US) Gecko/20100101 Firefox/60.6
windows,"Mozilla/5.0 (Windows NT 10.3;) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/52.0.2206.352 Safari/533"
linux,Mozilla/5.0 (Linux; Linux i652 x86_64; en-US) Gecko/20100101 Firefox/63.2
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_1_6 like Mac OS X) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/49.0.2667.154 Mobile Safari/533.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.2;) AppleWebKit/600.4 (KHTML, like Gecko) Chrome/54.0.2239.266 Safari/533.5 Edge/10.61620"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; x64; en-US) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/54.0.2296.130 Safari/603.8 Edge/16.62578"
android,"Mozilla/5.0 (Android; Android 7.1.1; Xperia V Build/NDE63X) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/49.0.2117.116 Mobile Safari/533.5"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/50.0.3721.227 Safari/603"
windows,"Mozilla/5.0 (Windows NT 6.1;) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/53.0.2436.212 Safari/537.4 Edge/16.16771"
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) Gecko/20130401 Firefox/66.7
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64 Trident/4.0)
android,"Mozilla/5.0 (Linux; Android 4.3.1; HUAWEI G6-L11 Build/HuaweiG6-L11) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/49.0.3483.228 Mobile Safari/603.4"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; Win64; x64 Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_8; like Mac OS X) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/51.0.1463.379 Mobile Safari/534.7"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) Gecko/20130401 Firefox/46.6
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.2; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/52.0.2514.154 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) AppleWebKit/534.50 (KHTML, like Gecko) Chrome/54.0.1039.318 Safari/535.7 Edge/8.29299"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0)
windows,Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) Gecko/20100101 Firefox/64.8
windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/51.0.2524.182 Safari/603.0 Edge/9.46439"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.1; Win64; x64 Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; x64 Trident/7.0)
firefox,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/73.7
android,"Mozilla/5.0 (Linux; Android 6.0; SM-G9350I Build/MMB29V) AppleWebKit/536.29 (KHTML, like Gecko) Chrome/55.0.3158.152 Mobile Safari/535.1"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3;) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/55.0.3918.368 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.3; Win64; x64; en-US Trident/6.0)
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_0; like Mac OS X) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/50.0.3261.259 Mobile Safari/537.4"
edge,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/55.0.1962.338 Safari/535.3 Edge/9.76446"
chrome,"Mozilla/5.0 (Linux; U; Linux i560 ; en-US) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/52.0.3820.136 Safari/602"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_8; en-US) Gecko/20100101 Firefox/69.0
chrome,"Mozilla/5.0 (U; Linux i675 x86_64) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/50.0.2604.356 Safari/603"
edge,"Mozilla/5.0 (Windows NT 10.4;) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/49.0.1482.273 Safari/536.7 Edge/15.48440"
linux,"Mozilla/5.0 (Linux; U; Linux i650 x86_64) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/51.0.1004.344 Safari/600"
android,"Mozilla/5.0 (Linux; U; Android 7.0; Xperia V Build/NDE63X) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/54.0.3947.365 Mobile Safari/537.8"
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; LG-D726 Build/LRX22G) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/51.0.1345.281 Mobile Safari/600.1"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_6; en-US) AppleWebKit/536.28 (KHTML, like Gecko) Chrome/48.0.3267.231 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/48.0.2029.182 Safari/535"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; x64; en-US Trident/6.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_6; en-US) Gecko/20100101 Firefox/56.1
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/49.0.1832.350 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.3; WOW64; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_3; like Mac OS X) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/54.0.3651.288 Mobile Safari/533.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/50.0.2085.189 Safari/535.3 Edge/14.49159"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_6_9) Gecko/20130401 Firefox/48.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) Gecko/20130401 Firefox/67.5
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/48.0.3919.229 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_0; like Mac OS X) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/53.0.1942.198 Mobile Safari/537.6"
android,"Mozilla/5.0 (Android; Android 4.4; LG Optimus G Build/KRT16M) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/48.0.3885.200 Mobile Safari/534.1"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_5) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/52.0.2516.213 Safari/536"
android,"Mozilla/5.0 (Linux; Android 7.1; Xperia V Build/NDE63X) AppleWebKit/602.33 (KHTML, like Gecko) Chrome/48.0.2675.400 Mobile Safari/537.4"
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/54.9
firefox,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/51.3
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.3; x64; en-US) Gecko/20130401 Firefox/62.9
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_6) AppleWebKit/533.9 (KHTML, like Gecko) Chrome/53.0.3365.366 Safari/534"
edge,"Mozilla/5.0 (Windows NT 10.1; Win64; x64) AppleWebKit/601.7 (KHTML, like Gecko) Chrome/53.0.1663.275 Safari/535.2 Edge/12.72001"
android,"Mozilla/5.0 (Linux; Android 6.0; HTC One_M9 Build/MRA58K) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/54.0.3612.110 Mobile Safari/537.8"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/54.2
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_7; like Mac OS X) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/47.0.3788.318 Mobile Safari/535.4"
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64; en-US) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/52.0.2512.364 Safari/534.9 Edge/9.67505"
mobile,"Mozilla/5.0 (Linux; U; Android 5.0; SAMSUNG SM-G900FD Build/LRX21T) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/49.0.2774.116 Mobile Safari/601.3"
android,"Mozilla/5.0 (Linux; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/600.33 (KHTML, like Gecko) Chrome/48.0.3580.191 Mobile Safari/537.5"
firefox,Mozilla/5.0 (U; Linux x86_64) Gecko/20100101 Firefox/60.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_3; like Mac OS X) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/50.0.3355.262 Mobile Safari/600.5"
linux,"Mozilla/5.0 (Linux i665 ; en-US) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/55.0.2674.125 Safari/534"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.3; x64; en-US Trident/5.0)
mobile,"Mozilla/5.0 (Linux; U; Android 5.0; LG-D715 Build/LRX22G) AppleWebKit/603.20 (KHTML, like Gecko) Chrome/52.0.3978.182 Mobile Safari/535.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_6; like Mac OS X) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/52.0.2732.338 Mobile Safari/603.5"
android,"Mozilla/5.0 (Linux; U; Android 5.1; MOTOROLA MOTO XT1575 Build/LPD23) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/48.0.2203.277 Mobile Safari/602.2"
firefox,Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64) Gecko/20130401 Firefox/59.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; x64; en-US) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/53.0.1066.123 Safari/602.6 Edge/12.77259"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.1; Win64; x64 Trident/4.0)
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2) AppleWebKit/600.17 (KHTML, like Gecko) Chrome/49.0.3855.354 Safari/600"
linux,Mozilla/5.0 (Linux i640 ) Gecko/20100101 Firefox/60.4
firefox,Mozilla/5.0 (Windows NT 6.1;) Gecko/20100101 Firefox/61.1
firefox,Mozilla/5.0 (Linux i544 x86_64; en-US) Gecko/20130401 Firefox/66.2
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3) Gecko/20100101 Firefox/52.7
windows,Mozilla/5.0 (Windows NT 10.4;) Gecko/20100101 Firefox/69.0
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/533.27 (KHTML, like Gecko) Chrome/55.0.2165.363 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_7; like Mac OS X) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/53.0.2125.375 Mobile Safari/601.1"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_4; en-US) AppleWebKit/533.19 (KHTML, like Gecko) Chrome/49.0.2290.228 Safari/603"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.0; Win64; x64; en-US Trident/6.0)
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1;) AppleWebKit/536.29 (KHTML, like Gecko) Chrome/52.0.3496.330 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; x64) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/53.0.3810.163 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_8; like Mac OS X) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/54.0.3132.103 Mobile Safari/601.2"
android,"Mozilla/5.0 (Linux; Android 5.0; SM-G480 Build/LRX22G) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/50.0.3438.172 Mobile Safari/535.9"
firefox,Mozilla/5.0 (Windows NT 10.4; WOW64) Gecko/20100101 Firefox/58.7
chrome,"Mozilla/5.0 (Linux; Linux i686 x86_64) AppleWebKit/600.11 (KHTML, like Gecko) Chrome/53.0.2840.103 Safari/602"
windows,Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/66.2
mobile,"Mozilla/5.0 (Linux; Android 4.4; LG-V500 Build/KOT49I) AppleWebKit/603.18 (KHTML, like Gecko) Chrome/49.0.2465.302 Mobile Safari/601.6"
windows,Mozilla/5.0 (Windows NT 6.3;; en-US) Gecko/20100101 Firefox/61.4
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_0) Gecko/20100101 Firefox/52.0
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_9; en-US) Gecko/20100101 Firefox/54.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_4; like Mac OS X) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/54.0.3623.389 Mobile Safari/536.7"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/50.0.3148.157 Safari/536.6 Edge/9.88809"
android,"Mozilla/5.0 (Android; Android 4.4.4; SM-G900T Build/KOT49H) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/53.0.3122.382 Mobile Safari/603.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_1; like Mac OS X) AppleWebKit/601.26 (KHTML, like Gecko) Chrome/51.0.1264.221 Mobile Safari/535.5"
chrome,"Mozilla/5.0 (Linux i650 ; en-US) AppleWebKit/603.43 (KHTML, like Gecko) Chrome/52.0.3376.292 Safari/536"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/50.0.3555.376 Safari/535.5 Edge/18.23404"
